model,distance,dataset,mr_id,positive_distance,negative_distance,violated,base,positive,negative
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.50689,0.265982,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,28.574407,22.259868,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,glue-mrpc,MR2-Paraphrase,0.320143,0.250161,True,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,glue-mrpc,MR2-Paraphrase,4.819812,4.256372,True,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,glue-mrpc,MR2-Paraphrase,73.949249,67.107788,True,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,glue-mrpc,MR2-Paraphrase,0.441302,0.396393,True,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,glue-mrpc,MR2-Paraphrase,0.400339,0.364396,True,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,glue-mrpc,MR2-Paraphrase,0.320144,0.250148,True,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,glue-mrpc,MR2-Paraphrase,17.940895,17.497814,True,"In fact , 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them .","Turner said he transferred 10 million additional shares to a charitable trust , which also liquidated them .",Mr. Turner transferred about 10 million shares to a charitable trust before they were sold .
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.754235,0.61061,True,Indian vendor stops to rest with cart in busy market.,A human is outdoors.,The Indian vendor is swimming.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,8.828297,8.813479,True,Indian vendor stops to rest with cart in busy market.,A human is outdoors.,The Indian vendor is swimming.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,137.36557,133.00528,True,Indian vendor stops to rest with cart in busy market.,A human is outdoors.,The Indian vendor is swimming.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.782422,0.633191,True,Indian vendor stops to rest with cart in busy market.,A human is outdoors.,The Indian vendor is swimming.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.628434,0.537393,True,Indian vendor stops to rest with cart in busy market.,A human is outdoors.,The Indian vendor is swimming.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.754278,0.610634,True,Indian vendor stops to rest with cart in busy market.,A human is outdoors.,The Indian vendor is swimming.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.357473,0.235501,True,Baby boy kneeling on knees in front of Welchs vending machine.,A child is near a snack machine,The child is sitting beside the Welchs vending machine
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,6.877708,5.173199,True,Baby boy kneeling on knees in front of Welchs vending machine.,A child is near a snack machine,The child is sitting beside the Welchs vending machine
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,107.274261,82.010803,True,Baby boy kneeling on knees in front of Welchs vending machine.,A child is near a snack machine,The child is sitting beside the Welchs vending machine
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.472023,0.375919,True,Baby boy kneeling on knees in front of Welchs vending machine.,A child is near a snack machine,The child is sitting beside the Welchs vending machine
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.430906,0.35314,True,Baby boy kneeling on knees in front of Welchs vending machine.,A child is near a snack machine,The child is sitting beside the Welchs vending machine
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.357481,0.235506,True,Baby boy kneeling on knees in front of Welchs vending machine.,A child is near a snack machine,The child is sitting beside the Welchs vending machine
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,25.969454,19.762465,True,Baby boy kneeling on knees in front of Welchs vending machine.,A child is near a snack machine,The child is sitting beside the Welchs vending machine
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,glue-qqp,MR3-Duplicate-Question,0.35803,0.116191,True,"Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?",Why don't Quora people just look up the answer on Google?,Why do some people ask questions on Quora that could easily be answered by using a search engine?
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,glue-qqp,MR3-Duplicate-Question,4.070666,2.205765,True,"Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?",Why don't Quora people just look up the answer on Google?,Why do some people ask questions on Quora that could easily be answered by using a search engine?
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,glue-qqp,MR3-Duplicate-Question,63.371647,34.458057,True,"Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?",Why don't Quora people just look up the answer on Google?,Why do some people ask questions on Quora that could easily be answered by using a search engine?
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,glue-qqp,MR3-Duplicate-Question,0.464767,0.248595,True,"Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?",Why don't Quora people just look up the answer on Google?,Why do some people ask questions on Quora that could easily be answered by using a search engine?
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,glue-qqp,MR3-Duplicate-Question,0.424885,0.243132,True,"Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?",Why don't Quora people just look up the answer on Google?,Why do some people ask questions on Quora that could easily be answered by using a search engine?
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,glue-qqp,MR3-Duplicate-Question,0.358137,0.116241,True,"Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?",Why don't Quora people just look up the answer on Google?,Why do some people ask questions on Quora that could easily be answered by using a search engine?
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,glue-qqp,MR3-Duplicate-Question,19.00065,12.153864,True,"Why do people ask questions on Quora that are just as, if not more than easier to, look up with a search engine?",Why don't Quora people just look up the answer on Google?,Why do some people ask questions on Quora that could easily be answered by using a search engine?
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.489092,0.425433,True,A man in a black shirt and glasses is skateboarding.,the man has glasses,the man is not skateboarding
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,113.845467,109.734726,True,A man in a black shirt and glasses is skateboarding.,the man has glasses,the man is not skateboarding
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.559797,0.523707,True,A man in a black shirt and glasses is skateboarding.,the man has glasses,the man is not skateboarding
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.50292,0.457375,True,A man in a black shirt and glasses is skateboarding.,the man has glasses,the man is not skateboarding
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.489086,0.42543,True,A man in a black shirt and glasses is skateboarding.,the man has glasses,the man is not skateboarding
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.486443,0.468582,True,Two dogs running down a dirt road.,Dogs are off their leash outside.,Two dogs head out a doggie door into the backyard.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,7.659917,7.260207,True,Two dogs running down a dirt road.,Dogs are off their leash outside.,Two dogs head out a doggie door into the backyard.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,118.905159,113.938431,True,Two dogs running down a dirt road.,Dogs are off their leash outside.,Two dogs head out a doggie door into the backyard.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.486439,0.468565,True,Two dogs running down a dirt road.,Dogs are off their leash outside.,Two dogs head out a doggie door into the backyard.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.560888,0.557443,True,A man standing in snow in front of a red nissan jeep.,The man is outside.,The man is driving the jeep.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.439676,0.356869,True,A man with a blue breathing mask and bandanna sitting in a chair outside a tent.,Someone is sitting on a chair outdoors.,A man is inside a tent.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,6.479331,6.081598,True,A man with a blue breathing mask and bandanna sitting in a chair outside a tent.,Someone is sitting on a chair outdoors.,A man is inside a tent.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,100.028152,94.273346,True,A man with a blue breathing mask and bandanna sitting in a chair outside a tent.,Someone is sitting on a chair outdoors.,A man is inside a tent.
sentence-transformers/paraphrase-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.50992,0.466657,True,A man with a blue breathing mask and bandanna sitting in a chair outside a tent.,Someone is sitting on a chair outdoors.,A man is inside a tent.
sentence-transformers/paraphrase-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.461292,0.421001,True,A man with a blue breathing mask and bandanna sitting in a chair outside a tent.,Someone is sitting on a chair outdoors.,A man is inside a tent.
sentence-transformers/paraphrase-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.439695,0.356892,True,A man with a blue breathing mask and bandanna sitting in a chair outside a tent.,Someone is sitting on a chair outdoors.,A man is inside a tent.
sentence-transformers/paraphrase-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,22.409659,21.409599,True,A man with a blue breathing mask and bandanna sitting in a chair outside a tent.,Someone is sitting on a chair outdoors.,A man is inside a tent.
sentence-transformers/paraphrase-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.378243,0.214784,True,Two men jumping outside on the grass.,Two men are outside,One man is jumping while the other is watching.
sentence-transformers/paraphrase-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,6.108512,4.83807,True,Two men jumping outside on the grass.,Two men are outside,One man is jumping while the other is watching.
sentence-transformers/paraphrase-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,92.645767,75.431549,True,Two men jumping outside on the grass.,Two men are outside,One man is jumping while the other is watching.
